,Symbol,longName,Name,IPO Year,Sector,Effective annual return,CIQ ID,Ticker,Country.1,Short Business Description,IQ_TOTAL_REV,IQ_RETURN_ASSETS,IQ_RETURN_EQUITY,IQ_GROSS_MARGIN,IQ_EBITDA_MARGIN,IQ_NI_MARGIN,IQ_AUDITOR_OPINION,IQ_ASSET_TURNS,IQ_CURRENT_RATIO,IQ_DAYS_SALES_OUT,IQ_DAYS_INVENTORY_OUT,IQ_DAYS_PAYABLE_OUT,IQ_TOTAL_DEBT_EQUITY,IQ_TOTAL_REV_1YR_ANN_GROWTH,IQ_NI_1YR_ANN_GROWTH,IQ_CFO_1YR_ANN_GROWTH,IQ_TOTAL_ASSETS_1YR_ANN_GROWTH,IQ_EBITDA,IQ_PAYOUT_RATIO,IQ_CASH_ST_INVEST,IQ_NPPE,IQ_GW,IQ_RE,IQ_TBV,IQ_NET_DEBT,IQ_CONTINGENT_LIABILITIES,IQ_CASH_OPER,IQ_CASH_INVEST,IQ_NET_CHANGE
2036,OTEX,Open Text Corporation,Open Text Corporation Common Shares,1996.0,,0.172912636,IQ108839,NasdaqGS:OTEX,Canada,"Open Text Corporation engages in the designs, develops, markets, and sells information management software and solutions.",785.665,4.7647,8.5537,74.0214,20.0352,7.2471,Unqualified with Additional Language,0.53412,1.35612,58.11749,0.0,17.16121,44.093,8.2881,7.418,6.1418,5.0575,157.41,0.0,275.819,37.75,576.111,104.479,-212.11,13.761,0.0,176.17,-160.829,20.903
2037,OTRK,"Ontrak, Inc.",Ontrak Inc. Common Stock,,Technology,-0.353656194,IQ7290234,NasdaqGM:OTRK,United States,"Ontrak, Inc. operates as an artificial intelligence powered, telehealth-enabled, and virtualized healthcare company that provides in-person services to health plans and other third-party payors in the United States.",1.53,-43.6056,-1045.9855,66.732,0.0,0.0,Unqualified Going Concern,0.06003,1.00517,106.27924,0.0,0.0,366.9443,-74.8107,0.0,0.0,-40.0459,-16.534,0.0,14.821,0.877,0.0,-182.777,-0.017,-5.13,0.0,-14.502,2.992,-6.298
2038,OTTR,Otter Tail Corporation,Otter Tail Corporation Common Stock,,Utilities,0.120437942,IQ294269,NasdaqGS:OTTR,United States,"Otter Tail Corporation, together with its subsidiaries, engages in electric utility, manufacturing, and plastic pipe businesses in the United States.",818.692,1.5632,3.5747,22.2871,13.1716,3.1795,Unqualified,0.47498,1.69059,60.68344,90.61782,58.31131,73.1893,-37.5615,-25.8904,46.1988,3.6684,107.835,165.3528,4.432,1098.627,106.778,243.352,530.831,498.376,0.0,162.75,-147.74,-1.097
2039,OVBC,Ohio Valley Banc Corp.,Ohio Valley Banc Corp. Common Stock,,Finance,0.098648532,IQ375708,NasdaqGM:OVBC,United States,Ohio Valley Banc Corp. operates as the bank holding company for The Ohio Valley Bank Company that provides commercial and consumer banking products and services.,35.168,0.8342,10.2564,0.0,0.14012738853503184,18.895,Unqualified,0.0,0.0,0.0,0.0,0.0,0.0,6.3698,-6.7761,0.0,3.9533,4.928,47.9458,7.773,10.132,1.267,44.211,65.254,80.077,12.012,4.928,-33.153,-2.622
2040,OVLY,Oak Valley Bancorp,Oak Valley Bancorp (CA) Common Stock,,Finance,0.173505626,IQ2567493,NasdaqCM:OVLY,United States,Oak Valley Bancorp operates as the bank holding company for Oak Valley Community Bank that provides a range of commercial banking services to individuals and small to medium-sized businesses in the Central Valley and the Eastern Sierras.,20.42136,0.3871,3.3699,0.0,0.4921332369636498,9.7923,Unqualified,0.0,0.0,0.0,0.0,0.0,0.0,-2.0518,-7.4984,0.0,3.2504,10.05003,41.4577,21.64855,10.1673,0.0,20.23068,47.84495,10.55145,2.8,10.05003,-11.64223,11.81069
2041,OVV,Ovintiv Inc.,Ovintiv Inc. (DE),,Energy,-0.161463529,IQ1241057,TSX:OVV,United States,"Ovintiv Inc., together with its subsidiaries, explores, develops, produces, and markets natural gas, oil, and natural gas liquids in the United States and Canada.",11114.0,3.5831,9.2452,59.1686,54.6427,16.7536,Unqualified,0.27417,1.36514,42.95649,7.88218,185.42584,46.7557,-47.2095,-68.6743,-12.386,-28.404,6073.0,56.4446,4275.0,26173.0,1663.0,13493.0,14951.0,3493.0,0.0,7873.0,-4806.0,3921.0
2042,OXM,"Oxford Industries, Inc.",Oxford Industries Inc. Common Stock,,Consumer Discretionary,0.151728454,IQ294483,NYSE:OXM,United States,"Oxford Industries, Inc., an apparel company, designs, sources, markets, and distributes products of lifestyle and other brands worldwide.",699.064,3.0611,-112.3989,48.6906,7.9955,-38.8314,Unqualified with Additional Language,1.01464,2.08247,47.93734,141.33392,107.61587,228.2405,-33.0205,0.0,36.4871,-48.6218,55.894,0.0,3.29,89.026,0.0,10.621,-48.692,195.98,0.0,90.362,-21.239,-11.622
2043,OXSQ,Oxford Square Capital Corp.,Oxford Square Capital Corp. Common Stock,2003.0,Finance,0.127549959,IQ7073548,NasdaqGS:OXSQ,United States,"Oxford Square Capital Corp. is a business development company, operates as a closed-end, non-diversified management investment company.",20.50779,3.9193,16.4612,100.0,0.0,171.5565,Unqualified,0.09532,20.09873,0.0,0.0,0.0,0.0,-45.0277,0.0,-83.0074,9.9419,0.0,41.0921,23.97289,0.0,0.0,-96.35201,224.092,-23.97289,0.0,24.36085,0.0,9.90363
2044,OXY,Occidental Petroleum Corporation,Occidental Petroleum Corporation Common Stock,,Energy,-0.026170682,IQ293286,NYSE:OXY,United States,"Occidental Petroleum Corporation, together with its subsidiaries, engages in the acquisition, exploration, and development of oil and gas properties in the United States, the Middle East, North Africa, and Latin America.",14814.0,7.3499,11.3377,66.6869,52.1803,19.6773,Unqualified,0.34545,1.63411,88.81071,72.33424,241.67015,9.6745,-37.528,-57.4887,-44.19,6.4809,7730.0,36.4665,1224.0,31137.0,0.0,26534.0,29081.0,1597.0,0.0,5946.0,-5466.0,-553.0
2045,OZK,Bank OZK,Bank OZK Common Stock,,Finance,0.173838796,IQ362889,NasdaqGS:OZK,United States,Bank OZK provides various retail and commercial banking services.,123.32,1.4351,14.3592,0.0,0.3889312358092767,34.9513,Unqualified,0.0,0.0,0.0,0.0,0.0,0.0,27.2941,24.2096,0.0,-14.3041,47.963,28.1471,78.294,156.204,5.2,221.243,263.474,373.478,0.0,47.963,476.171,37.312
2046,PAA,"Plains All American Pipeline, L.P.",Plains All American Pipeline L.P. Common Units representing Limited Partner Interests,1998.0,Energy,0.027255563,IQ393940,NasdaqGS:PAA,United States,"Plains All American Pipeline, L.P., through its subsidiaries, engages in the pipeline transportation, terminalling, storage, and gathering of crude oil and natural gas liquids (NGL) in the United States and Canada.",18520.0,4.349,15.0434,6.6198,5.4427,2.3434,Unqualified,1.65431,0.96721,37.22891,20.66229,38.34033,125.4147,-38.392,33.5384,-57.4096,23.1858,1008.0,107.8341,26.0,6340.0,1287.0,0.0,2513.0,5190.0,0.0,365.0,-686.0,14.0
2047,PAAS,Pan American Silver Corp.,Pan American Silver Corp. Common Stock,,,0.011644986,IQ387933,TSX:PAAS,Canada,"Pan American Silver Corp. engages in the exploration, mine development, extraction, processing, refining, and reclamation of silver, gold, zinc, lead, and copper mines in Canada, Mexico, Peru, Argentina, and Bolivia.",454.812,4.4934,6.1543,45.9915,40.4595,13.6315,Unqualified,0.33418,3.71786,36.73543,123.40358,57.4218,1.5752,34.3213,152.0039,23.8944,111.6607,184.015,0.0,193.097,1457.724,0.0,88.232,1343.79,-171.689,0.0,115.876,-146.342,73.685
2049,PACW,PacWest Bancorp,PacWest Bancorp Common Stock,,Finance,0.101944219,IQ1038352,NasdaqGS:PACW,United States,PacWest Bancorp operates as the bank holding company for Pacific Western Bank that provides various banking products and services.,95.064,-0.1904,-2.1189,0.0,0.799713876967096,-9.8354,Unqualified,0.0,0.0,0.0,0.0,0.0,0.0,-51.978,0.0,0.0,18.4312,76.024,0.0,208.848,22.546,0.0,-545.026,473.477,463.713,31.203,76.024,303.261,51.178
2050,PAG,"Penske Automotive Group, Inc.",Penske Automotive Group Inc. Common Stock,,Consumer Discretionary,0.14989066,IQ365436,NYSE:PAG,United States,"Penske Automotive Group, Inc., a diversified transportation services company, operates automotive and commercial truck dealerships in the United States and internationally.",9012.217,3.2422,9.1407,16.7231,2.8031,0.8484,Unqualified with Additional Language,2.32329,1.06955,12.7677,70.26104,9.32575,227.2303,-22.5565,0.0,-24.1396,-4.1933,252.629,0.0,13.999,726.808,810.047,196.205,-69.342,2135.689,0.0,304.724,-80.527,2.404
2051,PAI,Western Asset Investment Grade Income Fund Inc.,Western Asset Investment Grade Income Fund Inc.,,Finance,0.073379129,IQ6890672,NYSE:PAI,United States,Western Asset Income Fund is a closed-ended fixed income mutual fund launched and managed by Western Asset Management Company.,8.754,4.2916,29.2365,100.0,0.0,375.1483,Unqualified,0.07707,11.97262,0.0,0.0,0.0,0.0,-14.7358,0.0,0.0,22.0049,0.0,0.0,0.0,0.0,0.0,-17.89602,124.54892,0.0,0.0,0.0,0.0,0.0
2052,PALI,"Palisade Bio, Inc.",Palisade Bio Inc. Common Stock,,Health Care,-0.455591671,IQ244367385,NasdaqCM:PALI,United States,"Palisade Bio, Inc., a clinical-stage biopharmaceutical company, focuses on discovering, developing, and commercializing oral therapies that target serious diseases associated with the breakdown of the mucosal barrier protecting the gastrointestinal (GI) tract.",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2053,PALT,"Paltalk, Inc.",Paltalk Inc. Common Stock,,Technology,-0.15112433,IQ1105803,NasdaqCM:PALT,United States,"Paltalk, Inc., together with its subsidiaries, develops communications software and multimedia social applications worldwide.",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2055,PAR,PAR Technology Corporation,PAR Technology Corporation Common Stock,,Technology,0.179879129,IQ22339,,France,"Partech Partners SAS is a private equity and venture capital firm specializing in seed, startup, late venture, early, buyouts, mid venture, later stage, emerging growth, bridge financing, and growth capital investments.",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2056,PARA,Paramount Global,Paramount Global Class B Common Stock,,Industrials,0.114387947,IQ27763231,NasdaqGS:PARA,United States,Paramount Global operates as a media and entertainment company worldwide.,13015.0,2.8773,2.5771,33.154,14.0376,1.7441,Unqualified,0.48165,1.18759,79.22727,44.30954,18.73801,77.5761,-6.7052,0.0,-56.2544,-0.4391,1827.0,130.837,716.7,2858.7,8667.5,-30371.7,-6401.8,6280.2,0.0,939.0,-249.0,297.0
2057,PATK,"Patrick Industries, Inc.",Patrick Industries Inc. Common Stock,,Consumer Discretionary,0.446516181,IQ295249,NasdaqGS:PATK,United States,"Patrick Industries, Inc. manufactures and distributes components, building products, and materials for the recreational vehicle, marine, manufactured housing, and industrial markets in the United States, Mexico, China, and Canada.",212.522,0.1027,-29.3352,10.7654,2.5489,-2.1273,Unqualified,2.39421,1.05285,17.85909,37.48842,10.84233,267.7044,-34.639,0.0,96.9788,-23.341,5.417,0.0,0.06,26.433,2.14,-36.206,7.162,43.707,0.0,3.912,13.225,-2.612
2058,PAYS,"PaySign, Inc.",Paysign Inc. Common Stock,,Technology,0.859211154,IQ8106735,NasdaqCM:PAYS,United States,"PaySign, Inc. provides prepaid card products and processing services under the PaySign brand for corporate, consumer, and government applications.",4.20108,-6.7809,0.0,12.8652,-8.0217,-2.2884,Unqualified Going Concern,0.95057,0.50497,0.0,0.0,111.58525,0.0,249.3039,0.0,0.0,-28.5774,-0.337,0.0,0.0029,0.18733,0.0,-8.0361,-3.31855,2.51627,0.0,-0.27383,-0.02659,-0.28096
2059,PAYX,"Paychex, Inc.",Paychex Inc. Common Stock,1983.0,Consumer Discretionary,0.147032157,IQ295368,NasdaqGS:PAYX,United States,"Paychex, Inc. provides integrated human capital management solutions for human resources (HR), payroll, benefits, and insurance services for small to medium-sized businesses in the United States, Europe, and India.",2082.8,9.6433,42.0389,67.3276,42.7789,25.6145,Unqualified,0.39911,1.14531,32.97082,0.0,20.80683,0.0,0.7974,-7.4018,-4.9498,-3.4348,891.0,83.9175,492.479,274.53,433.316,829.501,831.521,-492.479,65.8,688.8,404.5,308.6
2060,PB,"Prosperity Bancshares, Inc.",Prosperity Bancshares Inc. Common Stock,,Finance,0.082349831,IQ4453332,,United States,Prosperity Bank is a bank.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.751,873.004,442.766,0.0,0.0,0.0,0.0,0.0,0.0
2061,PBH,Prestige Consumer Healthcare Inc.,Prestige Consumer Healthcare Inc. Common Stock,2005.0,Health Care,0.17488036,IQ10969688,NYSE:PBH,United States,"Prestige Consumer Healthcare Inc., together with its subsidiaries, develops, manufactures, markets, distributes, and sells over-the-counter (OTC) health and personal care products in the United States and internationally.",294.346,5.2215,-49.012,52.8075,30.0734,-63.4545,Unqualified,0.31812,3.02586,48.58917,73.09381,49.202,129.2487,-6.5886,0.0,48.2117,-23.6167,88.52,0.0,35.181,1.367,114.24,-87.522,-388.992,345.308,0.0,66.679,-4.672,29.103
2062,PBHC,"Pathfinder Bancorp, Inc.",Pathfinder Bancorp Inc. Common Stock (MD),,Finance,0.16850685,IQ391124,NasdaqCM:PBHC,United States,"Pathfinder Bancorp, Inc. operates as a holding company for Pathfinder Bank that provides various banking and financial products and services primarily in Oswego and Onondaga Counties, New York.",13.791,0.4458,6.6279,0.0,0.07983467478790515,11.7105,Unqualified,0.0,0.0,0.0,0.0,0.0,0.0,32.5293,338.8586,0.0,5.3668,1.101,33.3126,12.561,7.173,3.84,22.419,19.297,28.594,1.606,1.101,-11.807,6.953
2063,PBI,Pitney Bowes Inc.,Pitney Bowes Inc. Common Stock,,Consumer Discretionary,-0.106828364,IQ297018,NYSE:PBI,United States,"Pitney Bowes Inc., a shipping and mailing company, provides technology, logistics, and financial services to small and medium-sized businesses, large enterprises, retailers, and government clients in the United States, Canada, and internationally.",5569.171,6.1002,238.0542,50.836,21.3162,7.6033,Unqualified,0.64082,1.15772,63.51256,21.9668,125.36874,1514.1164,-11.0684,0.8699,-18.3619,-2.715,1187.137,70.27,427.419,514.904,2286.904,4291.393,-2630.545,4012.243,0.0,824.068,-171.97,36.066
2065,PBT,Permian Basin Royalty Trust,Permian Basin Royalty Trust Common Stock,,Energy,-0.063519667,IQ296066,NYSE:PBT,United States,"Permian Basin Royalty Trust, an express trust, holds overriding royalty interests in various oil and gas properties in the United States.",38.96143,365.8055,3349.5927,100.0,0.0,96.7519,Unqualified with Additional Language,6.04938,1.0,0.0,0.0,0.0,0.0,-65.3468,-66.1794,0.0,3.8797,0.0,0.0,5.48315,0.0,0.0,0.0,1.07999,-5.48315,0.0,0.0,0.0,0.0
2066,PCAR,PACCAR Inc,PACCAR Inc. Common Stock,,Industrials,0.118522401,IQ294721,NasdaqGS:PCAR,United States,"PACCAR Inc designs, manufactures, and distributes light, medium, and heavy-duty commercial trucks in the United States, Europe, Mexico, South America, Australia, and internationally.",8086.5,0.5284,2.2491,8.3831,5.4065,1.3837,Unqualified,0.52478,2.28408,32.32367,36.3175,35.05606,121.263,-45.991,-89.0068,5.2417,-10.3436,437.2,207.4173,2056.0,2261.5,0.0,4640.5,5103.7,4132.9,0.0,1373.3,310.6,-43.2
2067,PCF,High Income Securities Fund,High Income Securities Fund Common Stock,,Finance,0.079001172,IQ6184172,NYSE:PCF,United States,"High Income Securities Fund is a closed-ended balanced income mutual fund launched and managed by Putnam Investment Management, LLC. The fund is co-managed by Putnam Investments Limited.",9.79668,3.8953,-8.9099,100.0,0.0,-124.1329,Unqualified,0.07029,1.32361,0.0,0.0,0.0,0.002,-18.9741,0.0,0.0,-18.8292,0.0,0.0,0.02249,0.0,0.0,-53.83718,123.25638,-0.01995,0.0,0.0,0.0,0.0
2068,PCG,PG&E Corporation,Pacific Gas & Electric Co. Common Stock,,Utilities,-0.105397565,IQ139813,NYSE:PCG,United States,"PG&E Corporation, through its subsidiary, Pacific Gas and Electric Company, engages in the sale and delivery of electricity and natural gas to customers in northern and central California, the United States.",13399.0,3.429,12.0708,30.2335,29.9574,9.1051,Unqualified,0.31977,0.83032,85.42716,14.3883,74.72609,123.5994,-8.4017,-8.8192,9.9891,5.1027,4014.0,48.3606,527.0,28892.0,0.0,4213.0,10263.0,12556.0,0.0,3039.0,-3336.0,308.0
2069,PCH,PotlatchDeltic Corporation,PotlatchDeltic Corporation Common Stock,,Real Estate,0.079711463,IQ297620,NasdaqGS:PCH,United States,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",476.169,6.3637,38.0497,28.9432,26.1279,16.2396,Unqualified,0.54052,1.16621,0.0,37.80196,9.79952,160.8942,8.2308,46.908,218.0295,-12.23,124.413,104.9193,1.532,609.012,0.0,-11.549,229.79,368.187,0.0,112.045,-46.719,0.647
2070,PCK,PIMCO California Municipal Income Fund II,Pimco California Municipal Income Fund II Common Shares of Beneficial Interest,2002.0,Finance,0.085838474,IQ3604679,NYSE:PCK,United States,PIMCO California Municipal Income Fund II is a closed ended fixed income mutual fund launched and managed by Allianz Global Investors Fund Management LLC. It is co-managed by Pacific Investment Management Company LLC.  The fund invests in fixed income markets of United States.,35.2074,2.8391,-27.9829,100.0,0.0,0.0,Unqualified,0.05131,0.09736,0.0,0.0,0.0,17.6003,-23.5962,0.0,625.5871,-48.2036,0.0,0.0,0.17247,0.0,0.0,-200.1415,231.41452,69.24604,0.0,268.61803,0.0,-10.26106
2071,PCM,PCM Fund Inc.,PCM Fund Inc. Common Stock,1993.0,Finance,0.154464103,IQ6178865,NYSE:PCM,United States,PCM Fund Inc. is a closed ended fixed income mutual fund launched and managed by Allianz Global Investors Fund Management LLC. The fund is co-managed by Pacific Investment Management Company LLC. It seeks to invest in fixed income markets.,11.13252,4.2266,44.4518,100.0,0.0,307.1828,Unqualified,0.07597,0.03992,0.0,0.0,0.0,77.7983,12.0106,0.0,0.0,20.9945,0.0,37.5335,0.19294,0.0,0.0,-64.53064,88.2899,68.49511,0.0,-12.28095,0.0,-2.67081
2072,PCN,PIMCO Corporate & Income Strategy Fund,Pimco Corporate & Income Strategy Fund Common Stock,2001.0,Finance,0.145233385,IQ3603521,NYSE:PCN,United States,PIMCO Corporate & Income Strategy Fund is a closed-ended fixed income mutual fund launched and managed by Allianz Global Investors Fund Management LLC. The fund is co-managed by Pacific Investment Management Company LLC. It invests in the fixed income markets of the United States.,57.76453,4.4749,33.5648,100.0,0.0,365.3973,Unqualified,0.07848,0.89529,0.0,0.0,0.0,5.2299,10.6313,0.0,0.0,-10.6543,0.0,0.0,0.09615,0.0,0.0,-47.88393,477.19513,33.69985,0.0,0.0,0.0,0.0
2073,PCQ,PIMCO California Municipal Income Fund,PIMCO California Municipal Income Fund Common Stock,2001.0,Finance,0.11447552,IQ3601924,NYSE:PCQ,United States,PIMCO California Municipal Income Fund is a closed ended fixed income mutual fund launched and managed by Allianz Global Investors Fund Management LLC. It is co-managed by Pacific Investment Management Company LLC.  The fund invests in fixed income markets of the United States.,23.13543,3.0965,-9.2572,100.0,0.0,-147.9421,Unqualified,0.05664,1.04397,0.0,0.0,0.0,13.1562,0.7346,0.0,0.0,-6.4258,0.0,0.0,0.06588,0.0,0.0,-65.28029,192.8491,45.04021,0.0,0.0,0.0,0.0
2074,PCTI,"PCTEL, Inc.",PCTEL Inc. Common Stock,1999.0,Technology,0.063791217,IQ404604,NasdaqGS:PCTI,United States,"PCTEL, Inc., together with its subsidiaries, provides industrial Internet of Thing devices (IoT), antenna systems, and test and measurement solutions worldwide.",56.002,-1.8075,-3.639,46.6394,1.1088,-8.005,Unqualified,0.4231,14.19655,77.56944,112.72551,30.83593,0.0,-27.2012,0.0,-65.4766,-4.6404,0.621,0.0,63.439,12.093,0.0,-17.122,111.827,-63.439,0.0,7.89,-15.06,-9.223
2075,PCYG,"Park City Group, Inc.",Park City Group Inc. Common Stock,,Technology,0.03560886,IQ413979,NasdaqCM:PCYG,United States,"Park City Group, Inc., a software-as-a-service provider, designs, develops, and markets proprietary software products in North America.",5.96477,-13.8946,-747.4052,39.9713,-25.2377,-67.7541,Unqualified,0.69226,0.32059,74.81843,0.0,60.51153,0.0,78.3203,0.0,0.0,132.3093,-1.50537,0.0,0.65628,0.53472,4.80593,-29.7103,-9.76022,8.25478,0.0,-0.8214,0.19341,-0.20928
2076,PCYO,Pure Cycle Corporation,Pure Cycle Corporation Common Stock,,Utilities,0.160803972,IQ582019472,NasdaqCM:PCT,United States,"PureCycle Technologies, Inc. produces recycled polypropylene (PP).",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2077,PDCE,"PDC Energy, Inc.",PDC Energy Inc. Common Stock (Delaware),,Energy,0.032362758,IQ296104,NasdaqGS:PDCE,United States,"PDC Energy, Inc., an independent exploration and production company, acquires, explores for, develops, and produces crude oil, natural gas, and natural gas liquids in the United States.",240.929,-3.91,-15.2479,50.3085,20.8231,-32.9047,Unqualified with Additional Language,0.18163,1.22803,110.44791,7.77414,284.11454,52.1092,-45.8177,0.0,3.4464,-10.8631,50.169,0.0,31.944,973.658,0.0,426.629,490.915,248.713,0.0,143.895,-142.278,-19.006
2078,PDCO,"Patterson Companies, Inc.",Patterson Companies Inc. Common Stock,1992.0,Health Care,-0.010493744,IQ320186,NasdaqGS:PDCO,United States,"Patterson Companies, Inc. engages in distribution of dental and animal health products in the United States, the United Kingdom, and Canada.",3094.227,10.2798,18.2222,33.7248,12.1701,6.4518,Unqualified,1.46994,2.80465,49.41992,48.9165,33.49564,46.4714,3.1846,-11.2174,-53.2725,2.757,376.572,0.0,158.065,166.5,747.104,1293.609,218.284,393.235,0.0,124.005,-157.094,-150.099
2079,PDEX,"Pro-Dex, Inc.",Pro-Dex Inc. Common Stock,,Health Care,0.276607648,IQ298099,NasdaqCM:PDEX,United States,"Pro-Dex, Inc. designs, develops, manufactures, and sells powered surgical instruments for medical device original equipment manufacturers worldwide.",21.122,-1.6223,-23.9276,31.9477,1.4913,-13.4693,Unqualified,1.10766,2.68009,46.28565,107.48885,37.011,31.7496,-15.9357,0.0,-14.8663,-24.0137,0.315,0.0,1.124,5.981,2.997,-6.092,7.338,2.204,0.0,1.718,-0.269,0.607
2080,PDFS,"PDF Solutions, Inc.",PDF Solutions Inc. Common Stock,2001.0,Technology,0.160012682,IQ32789,NasdaqGS:PDFS,United States,"PDF Solutions, Inc. provides proprietary software and physical intellectual property products for integrated circuit designs, electrical measurement hardware tools, proven methodologies, and professional services in the United States, China, Japan, and internationally.",48.438,-11.2627,-34.2088,48.208,-19.9946,-37.3095,Unqualified,0.67696,4.60019,168.78549,0.0,17.04441,0.5055,-34.576,0.0,0.0,-20.2821,-9.685,0.0,34.899,1.573,0.0,-130.111,42.933,-34.667,0.0,-4.603,8.485,3.213
2081,PDS,Precision Drilling Corporation,Precision Drilling Corporation Common Stock,,,-0.151942688,IQ355859,TSX:PD,Canada,"Precision Drilling Corporation, a drilling company, provides onshore drilling, completion, and production services to exploration and production companies in the oil and natural gas and geothermal industries in North America and the Middle East. The company operates in two segments, Contract Drilling Services and Completion and Production Services.",1143.14654,3.7256,6.5888,42.19,33.989,13.5039,Unqualified,0.26535,3.49504,124.82343,4.65558,49.95938,28.9784,8.6719,-46.5851,72.5313,-13.2816,388.54511,16.8413,124.86778,2781.82912,726.06492,102.36468,1738.22625,590.11838,0.0,475.61337,-194.46969,66.14606
2082,PDT,John Hancock Premium Dividend Fund,John Hancock Premium Dividend Fund,,Finance,0.150357175,IQ8102286,NYSE:PDT,United States,John Hancock Premium Dividend Fund is a closed ended equity mutual fund launched and managed by John Hancock Investment Management LLC. It is co-managed by John Hancock Asset Management.,50.3092,3.7342,19.7238,100.0,0.0,185.0585,Unqualified,0.07008,0.0159,0.0,0.0,0.0,51.1586,-14.7322,0.0,-73.4492,6.3041,0.0,46.1979,0.0154,0.0,0.0,-128.4361,487.89373,249.5846,0.0,50.2792,0.0,0.01438
2083,PEAK,"Healthpeak Properties, Inc.",Healthpeak Properties Inc. Common Stock,,Real Estate,0.076113834,IQ277966,NYSE:PEAK,United States,"Healthpeak Properties, Inc. is a fully integrated real estate investment trust (REIT) and S&P 500 company.",1146.749,2.9588,1.8061,84.016,75.9254,11.4837,Unqualified with Additional Language,0.09533,6.48466,300.04497,0.0,515.62382,94.9815,0.1531,-70.6374,-9.3307,3.0372,870.674,392.6433,112.259,8550.686,50.346,0.0,5055.32,5547.322,0.0,515.634,-61.406,54.697
2084,PEB,Pebblebrook Hotel Trust,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,2009.0,Real Estate,0.05633555,IQ74859451,NYSE:PEB,United States,"Pebblebrook Hotel Trust (NYSE: PEB) is a publicly traded real estate investment trust (""REIT"") and the largest owner of urban and resort lifestyle hotels in the United States.",0.0,0.0,0.0,0.0,0.0,0.0,Unqualified,0.0,39.32172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.119,0.0,0.0,-0.147,379.426,-319.119,0.0,0.076,-280.0,1276.476
2085,PEBK,"Peoples Bancorp of North Carolina, Inc.",Peoples Bancorp of North Carolina Inc. Common Stock,,Finance,0.235088316,IQ295776,NasdaqGM:PEBK,United States,"Peoples Bancorp of North Carolina, Inc. operates as the bank holding company for Peoples Bank that provides various commercial and consumer banking products and services to individuals and small to medium-sized businesses.",34.138,0.2891,2.9108,0.0,0.1379694182435995,8.5418,Unqualified,0.0,0.0,0.0,0.0,0.0,0.0,-11.323,-54.3734,0.0,8.2302,4.71,87.7914,31.43,17.947,0.0,23.573,74.747,103.701,3.302,4.71,-80.431,3.411
2087,PED,PEDEVCO Corp.,Pedevco Corp. Common Stock,,,-0.380811913,IQ142460419,NYSEAM:PED,United States,"PEDEVCO Corp., an oil and gas company, focuses on the acquisition, development, and production of oil and natural gas assets in the United States.",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2088,PEG,Public Service Enterprise Group Incorporated,Public Service Enterprise Group Incorporated Common Stock,,Utilities,0.100038312,IQ298482,NYSE:PEG,United States,"Public Service Enterprise Group Incorporated, through its subsidiaries, operates as an energy company primarily in Mid-Atlantic United States.",12035.0,6.7472,19.0442,33.8014,33.8595,13.228,Unqualified with Additional Language,0.41696,1.27679,52.87719,54.88505,53.49732,98.1076,-4.5524,34.0067,-20.8956,-1.2772,4075.0,42.2738,361.0,14886.0,16.0,4704.0,8649.0,8349.0,0.0,1855.0,-792.0,29.0
